person_age,person_gender,person_education,person_income,person_emp_exp,person_home_ownership,loan_amnt,loan_intent,loan_int_rate,loan_percent_income,cb_person_cred_hist_length,credit_score,previous_loan_defaults_on_file,loan_status
26.0,male,Associate,174718.0,2,RENT,10000.0,DEBTCONSOLIDATION,10.99,0.06,3.0,628,Yes,0
22.0,male,Bachelor,105534.0,0,MORTGAGE,1500.0,EDUCATION,10.99,0.01,4.0,682,Yes,0
36.0,female,Associate,41906.0,13,RENT,6000.0,PERSONAL,13.57,0.14,16.0,566,No,0
23.0,female,High School,73194.0,0,RENT,3600.0,VENTURE,7.9,0.05,2.0,659,Yes,0
24.0,male,High School,33962.0,2,RENT,7500.0,EDUCATION,6.71,0.22,6.0,603,Yes,0
24.0,female,Bachelor,50177.0,2,OWN,14400.0,VENTURE,14.35,0.29,2.0,569,No,0
42.0,male,Doctorate,26011.0,20,RENT,6400.0,VENTURE,11.14,0.25,14.0,614,Yes,0
36.0,female,Associate,93434.0,13,MORTGAGE,5982.0,VENTURE,6.8,0.06,12.0,686,Yes,0
38.0,female,High School,66972.0,16,MORTGAGE,14000.0,MEDICAL,13.22,0.21,13.0,647,No,0
26.0,male,Bachelor,73086.0,0,MORTGAGE,10500.0,PERSONAL,12.94,0.14,5.0,694,No,0
23.0,male,Associate,18164.0,0,RENT,4000.0,DEBTCONSOLIDATION,10.74,0.22,3.0,591,No,1
24.0,male,High School,94594.0,1,OWN,25000.0,EDUCATION,12.18,0.26,4.0,579,Yes,0
28.0,female,Associate,66936.0,5,RENT,10000.0,MEDICAL,9.32,0.15,8.0,612,No,0
33.0,female,High School,61372.0,10,MORTGAGE,6000.0,VENTURE,6.92,0.1,9.0,696,No,0
29.0,female,Associate,82298.0,6,RENT,2500.0,EDUCATION,12.99,0.03,9.0,494,Yes,0
23.0,male,Associate,20044.0,3,OWN,6000.0,MEDICAL,7.9,0.3,2.0,618,No,1
27.0,male,Bachelor,87230.0,6,RENT,10000.0,MEDICAL,10.95,0.11,9.0,679,Yes,0
23.0,female,Bachelor,38081.0,2,RENT,1000.0,PERSONAL,14.96,0.03,3.0,622,No,1
27.0,male,Doctorate,62806.0,5,RENT,3000.0,MEDICAL,14.96,0.05,7.0,667,No,1
25.0,male,Master,37206.0,1,RENT,5000.0,EDUCATION,7.92,0.13,4.0,712,Yes,0
25.0,female,Master,66982.0,1,MORTGAGE,15000.0,PERSONAL,15.27,0.22,3.0,607,Yes,0
22.0,male,Associate,51314.0,2,OWN,4800.0,VENTURE,11.01,0.09,3.0,629,No,0
34.0,male,Associate,43207.0,11,MORTGAGE,5000.0,PERSONAL,10.74,0.12,7.0,698,No,0
33.0,female,Bachelor,37334.0,12,RENT,6000.0,DEBTCONSOLIDATION,10.51,0.16,10.0,625,Yes,0
24.0,female,High School,63318.0,1,MORTGAGE,12000.0,PERSONAL,10.74,0.19,3.0,609,No,0
26.0,female,Bachelor,80247.0,4,RENT,12000.0,MEDICAL,11.83,0.15,2.0,685,No,0
26.0,female,Master,72706.0,2,MORTGAGE,9800.0,PERSONAL,7.75,0.13,3.0,636,Yes,0
28.0,male,Associate,159439.0,0,MORTGAGE,25000.0,DEBTCONSOLIDATION,9.99,0.16,10.0,646,Yes,0
28.0,female,Bachelor,109100.0,7,MORTGAGE,5000.0,HOMEIMPROVEMENT,14.79,0.05,8.0,672,No,0
23.0,male,Bachelor,104053.0,2,RENT,14000.0,MEDICAL,6.62,0.13,3.0,663,No,0
36.0,male,Associate,49958.0,16,MORTGAGE,7475.0,VENTURE,5.42,0.15,13.0,703,Yes,0
28.0,male,High School,41187.0,0,MORTGAGE,3000.0,MEDICAL,5.42,0.07,5.0,542,Yes,0
37.0,male,Associate,78739.0,14,RENT,6000.0,EDUCATION,11.92,0.08,9.0,572,Yes,0
42.0,female,Associate,61898.0,20,RENT,4200.0,PERSONAL,7.49,0.07,11.0,680,Yes,0
33.0,male,High School,135905.0,6,RENT,6092.0,DEBTCONSOLIDATION,6.47,0.04,12.0,615,Yes,0
28.0,male,High School,38781.0,5,RENT,10184.0,MEDICAL,9.24,0.26,9.0,613,No,1
24.0,male,Associate,67065.0,2,RENT,16800.0,MEDICAL,11.01,0.25,4.0,661,No,1
23.0,female,Bachelor,105729.0,2,MORTGAGE,20000.0,MEDICAL,13.35,0.19,4.0,664,No,0
25.0,female,Associate,110050.0,2,RENT,14000.0,MEDICAL,12.23,0.13,2.0,683,Yes,0
27.0,male,Master,192877.0,3,MORTGAGE,7000.0,DEBTCONSOLIDATION,12.23,0.04,6.0,670,Yes,0
25.0,female,Bachelor,209988.0,0,MORTGAGE,8800.0,EDUCATION,14.27,0.04,4.0,579,Yes,0
26.0,female,Bachelor,69666.0,3,MORTGAGE,14000.0,VENTURE,5.42,0.2,4.0,657,Yes,0
25.0,male,High School,58701.0,0,MORTGAGE,4000.0,MEDICAL,5.9,0.07,4.0,576,Yes,0
31.0,male,Bachelor,54619.0,10,RENT,4000.0,EDUCATION,12.95,0.07,7.0,671,No,0
27.0,male,Master,57370.0,3,RENT,1300.0,MEDICAL,10.46,0.02,8.0,616,Yes,0
31.0,female,High School,30842.0,6,MORTGAGE,3000.0,DEBTCONSOLIDATION,8.9,0.1,8.0,643,No,0
35.0,male,Associate,73439.0,12,RENT,5097.0,PERSONAL,11.88,0.07,10.0,670,Yes,0
26.0,male,Associate,53946.0,0,MORTGAGE,22500.0,EDUCATION,11.01,0.42,3.0,633,No,1
50.0,male,Bachelor,45168.0,27,RENT,3800.0,DEBTCONSOLIDATION,12.53,0.08,15.0,648,No,0
26.0,male,Associate,73103.0,3,MORTGAGE,8000.0,PERSONAL,16.77,0.11,2.0,552,Yes,0
29.0,male,High School,132933.0,10,MORTGAGE,12000.0,VENTURE,10.37,0.09,10.0,607,Yes,0
25.0,female,Bachelor,89820.0,5,MORTGAGE,25000.0,DEBTCONSOLIDATION,15.46,0.28,4.0,660,No,1
22.0,female,Associate,51566.0,0,MORTGAGE,5000.0,MEDICAL,8.94,0.1,2.0,658,Yes,0
27.0,female,Master,77718.0,5,OWN,5000.0,VENTURE,5.79,0.06,5.0,688,No,0
30.0,female,Bachelor,50072.0,2,RENT,6631.0,DEBTCONSOLIDATION,6.72,0.13,5.0,609,Yes,0
33.0,female,High School,421246.0,10,MORTGAGE,10000.0,VENTURE,14.65,0.02,10.0,613,Yes,0
23.0,female,Bachelor,70201.0,3,OTHER,16000.0,VENTURE,12.21,0.23,4.0,686,Yes,0
22.0,male,Associate,54097.0,1,RENT,4500.0,PERSONAL,5.79,0.08,3.0,624,No,1
41.0,female,Master,51551.0,17,RENT,5000.0,MEDICAL,7.49,0.1,12.0,646,Yes,0
37.0,female,Bachelor,49035.0,17,RENT,21250.0,VENTURE,12.99,0.43,16.0,654,No,1
25.0,female,High School,205187.0,2,MORTGAGE,25000.0,MEDICAL,10.75,0.12,2.0,675,Yes,0
29.0,female,High School,119557.0,0,RENT,7000.0,VENTURE,11.11,0.06,10.0,657,Yes,0
24.0,female,High School,90322.0,2,MORTGAGE,24814.0,VENTURE,11.08,0.27,4.0,651,No,0
25.0,female,Associate,42208.0,4,RENT,8400.0,PERSONAL,11.01,0.2,4.0,663,No,0
28.0,male,Associate,132566.0,4,MORTGAGE,17000.0,VENTURE,6.03,0.13,7.0,617,Yes,0
28.0,male,Associate,61059.0,4,MORTGAGE,6250.0,PERSONAL,12.0,0.1,6.0,681,Yes,0
40.0,male,Bachelor,29882.0,18,RENT,2800.0,MEDICAL,7.88,0.09,14.0,626,Yes,0
28.0,female,Bachelor,51515.0,7,RENT,6000.0,VENTURE,12.23,0.12,10.0,697,Yes,0
23.0,male,High School,90940.0,2,MORTGAGE,10200.0,VENTURE,6.03,0.11,3.0,681,Yes,0
28.0,male,Associate,139289.0,6,MORTGAGE,5000.0,HOMEIMPROVEMENT,8.25,0.04,7.0,557,Yes,0
30.0,male,Bachelor,95344.0,8,RENT,10000.0,MEDICAL,10.63,0.1,7.0,659,Yes,0
23.0,female,Associate,36441.0,1,MORTGAGE,4000.0,MEDICAL,16.32,0.11,4.0,585,No,1
37.0,female,Associate,104324.0,15,RENT,6000.0,PERSONAL,7.14,0.06,17.0,586,Yes,0
34.0,male,High School,48936.0,13,RENT,15000.0,MEDICAL,10.83,0.31,6.0,712,No,1
43.0,female,Associate,60835.0,16,RENT,8000.0,HOMEIMPROVEMENT,7.54,0.13,16.0,586,Yes,0
31.0,female,High School,82742.0,8,RENT,6000.0,HOMEIMPROVEMENT,7.49,0.07,10.0,632,Yes,0
27.0,male,High School,51520.0,2,RENT,3000.0,VENTURE,11.83,0.06,5.0,513,Yes,0
30.0,male,High School,193093.0,9,MORTGAGE,7000.0,EDUCATION,13.98,0.04,5.0,581,Yes,0
26.0,female,High School,150937.0,2,MORTGAGE,6000.0,PERSONAL,10.68,0.04,3.0,659,Yes,0
26.0,male,Master,89890.0,5,MORTGAGE,1200.0,DEBTCONSOLIDATION,12.69,0.01,2.0,572,Yes,0
26.0,female,Bachelor,28088.0,6,RENT,2500.0,PERSONAL,6.76,0.09,4.0,688,No,1
28.0,male,High School,44019.0,1,OWN,3258.0,PERSONAL,8.08,0.07,5.0,615,Yes,0
33.0,female,Bachelor,62115.0,8,RENT,11000.0,VENTURE,9.63,0.18,7.0,646,No,0
24.0,male,Associate,29722.0,1,RENT,7000.0,PERSONAL,15.62,0.24,2.0,564,No,1
22.0,male,High School,121038.0,0,MORTGAGE,20000.0,DEBTCONSOLIDATION,11.83,0.17,2.0,611,Yes,0
25.0,male,High School,40479.0,4,RENT,10000.0,VENTURE,15.96,0.25,3.0,671,No,1
54.0,male,Doctorate,61146.0,31,RENT,20000.0,DEBTCONSOLIDATION,7.9,0.33,20.0,714,No,1
25.0,female,High School,40489.0,3,RENT,3600.0,MEDICAL,10.0,0.09,3.0,622,No,1
29.0,male,Associate,36514.0,5,RENT,6600.0,MEDICAL,15.33,0.18,8.0,694,No,1
50.0,male,Bachelor,73090.0,27,MORTGAGE,2000.0,DEBTCONSOLIDATION,7.49,0.03,15.0,605,No,0
24.0,male,Bachelor,66961.0,3,MORTGAGE,4200.0,HOMEIMPROVEMENT,15.23,0.06,3.0,670,Yes,0
24.0,female,High School,118733.0,0,RENT,16000.0,DEBTCONSOLIDATION,15.78,0.13,4.0,603,No,1
23.0,male,Bachelor,55865.0,1,RENT,12000.0,EDUCATION,9.74,0.21,4.0,693,No,1
23.0,male,Associate,53429.0,3,MORTGAGE,8500.0,PERSONAL,7.14,0.16,3.0,607,No,1
27.0,female,Associate,139427.0,5,MORTGAGE,20000.0,DEBTCONSOLIDATION,10.57,0.14,8.0,637,Yes,0
22.0,male,Associate,87171.0,0,MORTGAGE,13055.0,HOMEIMPROVEMENT,10.0,0.15,3.0,616,Yes,0
23.0,female,Bachelor,65543.0,0,RENT,10000.0,EDUCATION,14.42,0.15,3.0,674,No,1
24.0,male,Bachelor,29665.0,1,RENT,5500.0,MEDICAL,14.27,0.19,2.0,678,No,0
26.0,female,High School,41970.0,0,RENT,10000.0,EDUCATION,13.57,0.24,4.0,554,No,1
25.0,female,Master,84959.0,3,RENT,12000.0,EDUCATION,11.99,0.14,2.0,637,Yes,0
23.0,male,Bachelor,16904.0,0,RENT,2800.0,HOMEIMPROVEMENT,15.21,0.17,2.0,632,No,1
24.0,male,Bachelor,61110.0,3,RENT,6625.0,MEDICAL,11.22,0.11,2.0,673,Yes,0
26.0,male,Bachelor,63325.0,2,OWN,6000.0,VENTURE,15.49,0.09,3.0,702,Yes,0
24.0,female,Associate,281775.0,0,OWN,20000.0,HOMEIMPROVEMENT,8.88,0.07,4.0,595,Yes,0
23.0,male,Associate,60213.0,1,RENT,12000.0,EDUCATION,7.07,0.2,3.0,602,Yes,0
26.0,female,Bachelor,90980.0,1,OWN,29738.0,VENTURE,12.26,0.33,4.0,630,Yes,0
25.0,male,Bachelor,84656.0,3,MORTGAGE,7043.0,MEDICAL,10.63,0.08,3.0,682,Yes,0
24.0,female,Associate,95767.0,2,RENT,21000.0,HOMEIMPROVEMENT,7.9,0.22,2.0,640,No,0
31.0,male,Associate,145365.0,8,MORTGAGE,20000.0,PERSONAL,12.48,0.14,8.0,680,Yes,0
35.0,male,Associate,39598.0,16,RENT,8000.0,HOMEIMPROVEMENT,5.99,0.2,9.0,679,No,1
51.0,female,High School,54939.0,25,RENT,16000.0,DEBTCONSOLIDATION,7.9,0.29,19.0,560,No,1
28.0,female,Master,67958.0,8,MORTGAGE,5050.0,HOMEIMPROVEMENT,12.29,0.07,5.0,660,No,1
48.0,male,Bachelor,80016.0,23,MORTGAGE,12475.0,HOMEIMPROVEMENT,6.62,0.16,11.0,712,No,0
25.0,female,High School,44175.0,4,RENT,3000.0,EDUCATION,11.01,0.07,4.0,635,Yes,0
25.0,male,Associate,128198.0,6,RENT,5000.0,PERSONAL,11.01,0.04,4.0,546,Yes,0
28.0,female,Associate,90732.0,6,MORTGAGE,10000.0,VENTURE,7.95,0.11,5.0,591,Yes,0
22.0,male,Bachelor,61205.0,0,RENT,12000.0,PERSONAL,10.0,0.2,2.0,598,Yes,0
24.0,female,Associate,46725.0,0,RENT,6800.0,PERSONAL,7.68,0.15,3.0,573,Yes,0
24.0,male,High School,70789.0,0,MORTGAGE,11020.0,PERSONAL,12.7,0.16,4.0,637,No,0
23.0,male,High School,61118.0,1,RENT,9600.0,EDUCATION,14.26,0.16,3.0,609,Yes,0
23.0,male,Bachelor,48995.0,0,OWN,11000.0,MEDICAL,9.63,0.22,3.0,698,No,0
22.0,female,Bachelor,98181.0,0,MORTGAGE,24000.0,EDUCATION,9.88,0.24,2.0,540,No,0
24.0,male,Associate,124658.0,0,MORTGAGE,20000.0,VENTURE,6.91,0.16,4.0,628,No,0
31.0,female,Master,24951.0,9,OWN,6372.0,PERSONAL,5.54,0.26,6.0,624,Yes,0
24.0,male,High School,156665.0,0,MORTGAGE,15000.0,VENTURE,14.03,0.1,4.0,533,Yes,0
24.0,female,High School,56200.0,2,MORTGAGE,8500.0,EDUCATION,11.01,0.15,3.0,686,Yes,0
37.0,male,Bachelor,150785.0,13,MORTGAGE,8000.0,HOMEIMPROVEMENT,9.32,0.05,15.0,708,Yes,0
42.0,female,High School,61641.0,19,RENT,4200.0,MEDICAL,7.49,0.07,14.0,632,No,0
23.0,male,Bachelor,54031.0,1,OWN,5000.0,VENTURE,13.23,0.09,2.0,656,Yes,0
24.0,male,Associate,78129.0,0,RENT,2500.0,HOMEIMPROVEMENT,11.14,0.03,3.0,620,No,1
35.0,male,Master,108901.0,11,MORTGAGE,4800.0,EDUCATION,9.99,0.04,5.0,555,Yes,0
24.0,female,Bachelor,34092.0,1,MORTGAGE,10000.0,MEDICAL,10.86,0.29,2.0,646,Yes,0
31.0,female,High School,47578.0,9,MORTGAGE,5750.0,MEDICAL,12.68,0.12,7.0,603,No,0
25.0,male,Bachelor,37073.0,3,MORTGAGE,12000.0,HOMEIMPROVEMENT,5.99,0.32,4.0,653,No,1
31.0,female,Master,94303.0,9,RENT,24000.0,PERSONAL,12.0,0.25,9.0,689,No,1
22.0,male,Associate,73070.0,0,RENT,8000.0,EDUCATION,14.35,0.11,3.0,613,No,0
30.0,male,Master,70571.0,6,MORTGAGE,13200.0,HOMEIMPROVEMENT,11.01,0.19,5.0,608,Yes,0
34.0,male,Associate,69105.0,10,RENT,10000.0,EDUCATION,11.14,0.14,8.0,573,Yes,0
32.0,female,Master,86519.0,10,RENT,2798.0,DEBTCONSOLIDATION,19.11,0.03,10.0,674,No,1
39.0,male,Master,130377.0,18,MORTGAGE,20000.0,HOMEIMPROVEMENT,14.54,0.15,14.0,718,No,1
25.0,male,Associate,112665.0,1,MORTGAGE,8450.0,DEBTCONSOLIDATION,13.49,0.08,2.0,522,Yes,0
27.0,male,Bachelor,20351.0,5,RENT,6155.0,MEDICAL,8.86,0.3,4.0,664,No,1
25.0,female,Master,207440.0,0,MORTGAGE,12000.0,EDUCATION,11.86,0.06,4.0,653,No,0
36.0,male,High School,51319.0,15,OWN,2000.0,VENTURE,15.62,0.04,14.0,613,Yes,0
29.0,male,Associate,67039.0,4,MORTGAGE,12000.0,PERSONAL,7.49,0.18,6.0,690,Yes,0
25.0,female,High School,36818.0,4,RENT,3000.0,PERSONAL,13.61,0.08,2.0,585,Yes,0
39.0,female,Associate,54384.0,17,RENT,6000.0,MEDICAL,7.88,0.11,17.0,634,No,0
30.0,male,Associate,29557.0,6,RENT,5000.0,MEDICAL,10.29,0.17,7.0,534,No,1
23.0,female,Associate,79183.0,0,RENT,28000.0,EDUCATION,7.9,0.35,2.0,677,No,1
23.0,female,Bachelor,66787.0,0,MORTGAGE,1925.0,MEDICAL,10.59,0.03,4.0,643,Yes,0
30.0,male,High School,37129.0,6,RENT,12000.0,DEBTCONSOLIDATION,15.21,0.32,6.0,635,No,1
33.0,female,Master,88460.0,6,MORTGAGE,10000.0,PERSONAL,8.52,0.11,9.0,726,No,0
23.0,male,Bachelor,44396.0,0,RENT,6914.0,DEBTCONSOLIDATION,13.79,0.16,3.0,648,No,1
29.0,male,Bachelor,56043.0,9,MORTGAGE,6000.0,PERSONAL,11.49,0.11,8.0,654,No,0
48.0,male,Associate,23925.0,25,OWN,7000.0,MEDICAL,11.01,0.29,16.0,669,No,1
22.0,male,High School,25442.0,0,RENT,2400.0,MEDICAL,11.49,0.09,5.0,597,Yes,0
31.0,female,Bachelor,63789.0,9,RENT,8368.0,MEDICAL,7.78,0.13,7.0,654,No,1
25.0,female,High School,40056.0,2,OWN,3600.0,MEDICAL,11.01,0.09,4.0,522,No,0
21.0,female,Bachelor,16604.0,0,RENT,2525.0,VENTURE,11.01,0.15,2.0,684,No,1
40.0,male,High School,219227.0,20,MORTGAGE,25000.0,HOMEIMPROVEMENT,16.07,0.11,12.0,651,No,0
24.0,male,Associate,57268.0,3,OWN,10000.0,HOMEIMPROVEMENT,11.83,0.17,3.0,628,Yes,0
33.0,male,Bachelor,42918.0,11,MORTGAGE,5511.0,VENTURE,11.45,0.13,9.0,625,Yes,0
31.0,female,High School,240810.0,9,MORTGAGE,25000.0,HOMEIMPROVEMENT,12.77,0.1,9.0,609,Yes,0
33.0,male,Associate,61257.0,8,RENT,12000.0,VENTURE,13.49,0.2,7.0,663,No,0
22.0,male,Bachelor,24582.0,2,RENT,6495.0,PERSONAL,10.99,0.26,3.0,462,No,1
22.0,male,Bachelor,36130.0,0,RENT,8000.0,DEBTCONSOLIDATION,14.42,0.22,4.0,607,No,1
24.0,male,Associate,33826.0,0,OWN,7500.0,VENTURE,9.99,0.22,2.0,584,Yes,0
29.0,female,Bachelor,53639.0,5,RENT,5400.0,PERSONAL,16.0,0.1,8.0,672,No,1
26.0,male,High School,51442.0,6,RENT,5000.0,PERSONAL,13.85,0.1,3.0,655,No,1
24.0,female,Master,66107.0,0,RENT,5200.0,PERSONAL,10.37,0.08,3.0,695,No,1
27.0,male,Master,163306.0,4,RENT,25000.0,PERSONAL,10.64,0.15,8.0,632,Yes,0
23.0,female,High School,32493.0,0,RENT,3800.0,EDUCATION,7.9,0.12,2.0,594,Yes,0
29.0,male,Associate,90873.0,5,OWN,12000.0,HOMEIMPROVEMENT,7.51,0.13,5.0,649,No,0
36.0,male,Master,109063.0,15,MORTGAGE,20000.0,EDUCATION,14.61,0.18,11.0,705,No,0
27.0,male,High School,36906.0,3,RENT,8600.0,EDUCATION,7.51,0.23,8.0,626,No,0
31.0,female,Bachelor,30756.0,4,RENT,5000.0,VENTURE,8.15,0.16,10.0,603,Yes,0
25.0,female,High School,32374.0,0,MORTGAGE,4000.0,HOMEIMPROVEMENT,10.74,0.12,3.0,692,No,0
36.0,male,Associate,102730.0,12,RENT,3825.0,MEDICAL,5.42,0.04,15.0,627,No,0
32.0,female,Bachelor,67069.0,8,MORTGAGE,7000.0,MEDICAL,6.92,0.1,8.0,717,No,0
23.0,male,Bachelor,66788.0,0,RENT,4000.0,MEDICAL,9.32,0.06,3.0,628,Yes,0
35.0,female,Bachelor,22674.0,15,RENT,2725.0,MEDICAL,11.01,0.12,8.0,558,Yes,0
22.0,female,Bachelor,91092.0,0,RENT,3000.0,EDUCATION,8.9,0.03,2.0,610,Yes,0
30.0,female,Associate,156689.0,6,RENT,8414.0,MEDICAL,12.95,0.05,5.0,674,Yes,0
29.0,male,High School,88643.0,8,RENT,8000.0,HOMEIMPROVEMENT,7.4,0.09,7.0,697,No,0
22.0,male,Associate,79198.0,3,RENT,17600.0,EDUCATION,10.74,0.22,2.0,658,Yes,0
23.0,female,Associate,68293.0,0,MORTGAGE,6000.0,DEBTCONSOLIDATION,11.78,0.09,3.0,696,No,0
44.0,female,High School,32651.0,22,RENT,5000.0,EDUCATION,10.0,0.15,11.0,718,No,0
22.0,female,Associate,115189.0,4,MORTGAGE,7200.0,VENTURE,12.23,0.06,4.0,660,No,0
24.0,female,Bachelor,33700.0,4,RENT,3000.0,VENTURE,11.14,0.09,2.0,628,Yes,0
32.0,male,Bachelor,145254.0,10,RENT,15000.0,VENTURE,15.68,0.1,7.0,639,Yes,0
25.0,male,Master,73028.0,0,RENT,7000.0,MEDICAL,10.36,0.1,3.0,642,No,0
26.0,female,Master,63783.0,7,MORTGAGE,6500.0,VENTURE,10.74,0.1,2.0,666,Yes,0
33.0,male,Doctorate,28271.0,10,OWN,6822.0,EDUCATION,10.47,0.24,9.0,635,No,0
25.0,female,Master,47758.0,1,OWN,8500.0,MEDICAL,14.35,0.18,3.0,666,No,0
24.0,female,High School,97286.0,1,OWN,2425.0,HOMEIMPROVEMENT,15.27,0.02,4.0,606,Yes,0
36.0,female,Bachelor,141075.0,12,RENT,7967.0,HOMEIMPROVEMENT,12.36,0.06,13.0,553,Yes,0
26.0,male,High School,126883.0,2,RENT,12100.0,HOMEIMPROVEMENT,11.01,0.1,2.0,591,Yes,0
30.0,female,Associate,73194.0,6,RENT,10000.0,PERSONAL,6.39,0.14,7.0,605,Yes,0
35.0,female,High School,25238.0,14,RENT,6000.0,EDUCATION,15.99,0.24,5.0,572,No,0
27.0,female,Associate,114758.0,7,MORTGAGE,15000.0,PERSONAL,12.68,0.13,9.0,675,Yes,0
36.0,male,Associate,30947.0,11,RENT,6216.0,MEDICAL,10.13,0.2,14.0,590,No,1
23.0,female,Master,64697.0,1,MORTGAGE,17837.0,EDUCATION,13.56,0.28,4.0,692,No,0
23.0,female,Associate,52438.0,3,RENT,4400.0,MEDICAL,11.99,0.08,4.0,605,No,1
23.0,female,High School,35124.0,0,MORTGAGE,10000.0,EDUCATION,10.75,0.28,2.0,664,Yes,0
24.0,male,Associate,71778.0,1,MORTGAGE,9511.0,EDUCATION,7.08,0.13,4.0,483,Yes,0
28.0,female,Associate,58623.0,9,RENT,4000.0,PERSONAL,14.35,0.07,10.0,529,No,0
23.0,male,Associate,98110.0,2,RENT,18000.0,MEDICAL,13.98,0.18,2.0,568,Yes,0
24.0,male,Bachelor,67086.0,2,MORTGAGE,7000.0,HOMEIMPROVEMENT,7.14,0.1,3.0,581,No,1
25.0,female,Master,70666.0,0,MORTGAGE,8500.0,MEDICAL,7.14,0.12,3.0,670,Yes,0
29.0,female,High School,50488.0,5,MORTGAGE,3800.0,MEDICAL,7.51,0.08,9.0,526,No,1
26.0,male,Master,37143.0,0,RENT,3200.0,DEBTCONSOLIDATION,11.01,0.09,3.0,633,No,0
36.0,male,Associate,94596.0,12,MORTGAGE,20000.0,EDUCATION,11.81,0.21,10.0,662,No,0
23.0,female,Master,40470.0,0,RENT,10000.0,EDUCATION,14.65,0.25,3.0,676,No,0
23.0,male,High School,96779.0,0,MORTGAGE,10000.0,EDUCATION,11.01,0.1,2.0,540,Yes,0
25.0,female,High School,67109.0,1,RENT,18250.0,VENTURE,17.56,0.27,2.0,594,No,1
25.0,female,Bachelor,126875.0,3,MORTGAGE,12000.0,DEBTCONSOLIDATION,12.85,0.09,3.0,569,No,0
25.0,female,Bachelor,193127.0,3,MORTGAGE,15016.0,PERSONAL,11.39,0.08,4.0,640,Yes,0
28.0,female,High School,15399.0,8,RENT,1000.0,HOMEIMPROVEMENT,16.32,0.06,9.0,669,No,1
35.0,female,Bachelor,144995.0,13,RENT,12000.0,VENTURE,10.99,0.08,5.0,661,Yes,0
33.0,female,Associate,91554.0,10,MORTGAGE,22000.0,EDUCATION,10.25,0.24,10.0,639,Yes,0
22.0,female,Associate,65612.0,0,RENT,3000.0,MEDICAL,11.01,0.05,4.0,675,Yes,0
29.0,male,Master,31085.0,4,RENT,5449.0,PERSONAL,13.07,0.18,6.0,660,No,0
25.0,female,Bachelor,18224.0,4,RENT,1500.0,VENTURE,12.99,0.08,2.0,663,No,1
29.0,male,Bachelor,138712.0,8,MORTGAGE,22000.0,MEDICAL,15.23,0.16,7.0,638,Yes,0
36.0,female,High School,63828.0,16,RENT,7000.0,DEBTCONSOLIDATION,13.85,0.11,11.0,710,No,1
33.0,female,Bachelor,42930.0,9,MORTGAGE,12000.0,MEDICAL,13.11,0.28,7.0,614,Yes,0
22.0,female,Associate,82593.0,2,MORTGAGE,11000.0,EDUCATION,6.99,0.13,4.0,641,Yes,0
22.0,female,Bachelor,122176.0,0,RENT,1475.0,EDUCATION,5.79,0.01,3.0,699,No,0
26.0,male,Bachelor,238837.0,4,MORTGAGE,12000.0,MEDICAL,6.69,0.05,4.0,627,No,0
25.0,female,High School,205046.0,6,MORTGAGE,10000.0,MEDICAL,11.11,0.05,4.0,646,Yes,0
27.0,male,Associate,76854.0,0,MORTGAGE,10000.0,PERSONAL,13.05,0.13,8.0,629,No,0
24.0,male,Master,33160.0,6,MORTGAGE,1000.0,MEDICAL,12.53,0.03,2.0,670,No,0
37.0,female,High School,144867.0,12,RENT,20000.0,VENTURE,13.47,0.14,11.0,593,No,0
37.0,female,High School,70806.0,14,RENT,18200.0,VENTURE,10.99,0.26,17.0,528,No,1
23.0,male,High School,145007.0,1,RENT,20000.0,MEDICAL,10.37,0.14,4.0,628,Yes,0
28.0,male,Bachelor,73029.0,2,MORTGAGE,8650.0,VENTURE,8.9,0.12,10.0,666,Yes,0
29.0,male,Associate,51606.0,7,RENT,10000.0,MEDICAL,11.01,0.19,8.0,614,Yes,0
30.0,female,Associate,44149.0,7,MORTGAGE,11500.0,PERSONAL,13.57,0.26,8.0,545,Yes,0
26.0,female,Bachelor,53400.0,4,RENT,18205.0,EDUCATION,15.07,0.34,4.0,576,No,1
25.0,male,Bachelor,75749.0,2,RENT,5000.0,VENTURE,7.51,0.07,2.0,619,Yes,0
23.0,male,Bachelor,67950.0,1,RENT,4000.0,VENTURE,15.23,0.06,4.0,705,No,0
35.0,female,Associate,53911.0,14,RENT,16000.0,PERSONAL,13.99,0.3,8.0,709,No,1
36.0,male,Doctorate,1440982.0,15,OWN,10000.0,MEDICAL,6.54,0.01,11.0,682,Yes,0
28.0,male,Master,73288.0,4,MORTGAGE,14400.0,MEDICAL,13.49,0.2,7.0,561,Yes,0
41.0,male,Master,108893.0,17,MORTGAGE,3000.0,PERSONAL,7.14,0.03,17.0,589,Yes,0
26.0,female,Associate,66771.0,6,MORTGAGE,15000.0,MEDICAL,9.97,0.22,2.0,587,No,0
23.0,male,High School,69984.0,1,MORTGAGE,9000.0,DEBTCONSOLIDATION,6.54,0.13,3.0,623,Yes,0
24.0,male,Bachelor,53000.0,6,RENT,14000.0,MEDICAL,7.51,0.26,2.0,727,No,1
25.0,male,High School,24290.0,2,RENT,5000.0,VENTURE,9.79,0.21,3.0,553,No,1
29.0,female,Bachelor,138939.0,7,MORTGAGE,8100.0,EDUCATION,16.49,0.06,10.0,690,Yes,0
27.0,female,Master,65642.0,5,MORTGAGE,12000.0,DEBTCONSOLIDATION,16.49,0.18,10.0,695,No,1
